fold,epoch,class,train_loss,val_loss,val_f1_macro,val_f1_micro,val_hamming_loss,lr,epoch_time_sec
5,2,,0.170128,0.195121,0.891694,0.889996,0.0751,0.001,62.63
5,3,,0.139155,0.13124,0.924957,0.930277,0.0441,0.001,62.64
5,4,,0.130717,0.115882,0.935416,0.936994,0.0397,0.001,62.64
5,5,,0.120474,0.131135,0.921989,0.923027,0.0476,0.001,62.62
5,6,,0.113484,0.119572,0.931635,0.932586,0.0421,0.001,62.62
5,7,,0.108974,0.111057,0.93881,0.938408,0.039,0.001,62.64
5,8,,0.100846,0.115998,0.930345,0.932689,0.0432,0.001,62.61
5,9,,0.097514,0.100508,0.945008,0.946901,0.0335,0.001,62.61
5,10,,0.091833,0.112582,0.934075,0.933977,0.041,0.001,62.62
5,11,,0.089414,0.101165,0.942365,0.942594,0.0362,0.001,62.62
5,12,,0.087757,0.097648,0.942882,0.944064,0.0351,0.001,62.64
5,13,,0.083353,0.097902,0.946422,0.946337,0.0334,0.001,62.62
5,14,,0.078857,0.12077,0.929984,0.931582,0.0422,0.001,62.62
5,15,,0.080798,0.108944,0.93944,0.937779,0.039,0.001,62.62
5,16,,0.080655,0.098543,0.9447,0.945778,0.0341,0.001,62.63
5,17,,0.075134,0.094172,0.947649,0.947402,0.0331,0.001,62.63
5,18,,0.074398,0.099123,0.947078,0.946284,0.0339,0.001,62.65
5,19,,0.073317,0.09999,0.944791,0.942835,0.0365,0.001,62.62
5,20,,0.069765,0.102492,0.946022,0.945766,0.0342,0.001,62.62
5,21,,0.06955,0.101859,0.94046,0.942091,0.0365,0.001,62.62
5,22,,0.06736,0.094866,0.949573,0.949524,0.0318,0.001,62.62
5,23,,0.066675,0.126879,0.940153,0.940141,0.0374,0.001,62.63
5,24,,0.062041,0.120551,0.934966,0.932814,0.0414,0.001,62.63
5,25,,0.062821,0.11831,0.937176,0.935629,0.04,0.001,62.63
5,26,,0.058659,0.092963,0.949212,0.949684,0.0318,0.001,62.62
5,27,,0.055633,0.100054,0.949404,0.949866,0.0317,0.00075,62.64
5,28,,0.048923,0.10057,0.948478,0.947869,0.0329,0.00075,62.62
5,29,,0.047455,0.101985,0.950231,0.949174,0.0317,0.00075,62.64
5,30,,0.043711,0.096356,0.952006,0.952201,0.0303,0.00075,62.64
