fold,epoch,class,train_loss,val_loss,val_f1_macro,val_f1_micro,val_hamming_loss,lr,epoch_time_sec
2,5,BOAFAB,0.050531,0.123809,0.951572,0.9675,0.0325,0.001,29.62
2,6,BOAFAB,0.051032,0.046999,0.976878,0.984,0.016,0.001,29.64
2,7,BOAFAB,0.041636,0.14419,0.934744,0.957,0.043,0.001,29.66
2,8,BOAFAB,0.034976,0.04941,0.971724,0.98,0.02,0.001,29.63
2,9,BOAFAB,0.035162,0.072924,0.966271,0.977,0.023,0.001,29.67
2,10,BOAFAB,0.029475,0.037177,0.98063,0.9865,0.0135,0.001,29.62
2,11,BOAFAB,0.029113,0.073602,0.971614,0.9805,0.0195,0.001,29.64
2,12,BOAFAB,0.023961,0.027804,0.984328,0.989,0.011,0.001,29.62
2,13,BOAFAB,0.02678,0.217925,0.88204,0.907,0.093,0.001,29.63
2,14,BOAFAB,0.027718,0.052321,0.963202,0.973,0.027,0.001,29.62
2,15,BOAFAB,0.025343,0.042962,0.97651,0.9835,0.0165,0.001,29.64
2,16,BOAFAB,0.021188,0.154063,0.951572,0.9675,0.0325,0.001,29.64
2,17,BOAFAB,0.020619,0.062324,0.977546,0.9845,0.0155,0.001,29.63
2,18,BOAFAB,0.019471,0.045648,0.976098,0.9835,0.0165,0.001,29.62
2,19,BOAFAB,0.022512,0.042236,0.982823,0.988,0.012,0.001,29.62
2,20,BOAFAB,0.01749,0.034586,0.980146,0.986,0.014,0.001,29.62
2,21,BOAFAB,0.016214,0.038628,0.97669,0.9835,0.0165,0.001,29.67
2,22,BOAFAB,0.018932,0.061377,0.976059,0.9835,0.0165,0.001,29.65
2,23,BOAFAB,0.017156,0.063132,0.967873,0.977,0.023,0.001,29.65
2,24,BOAFAB,0.012908,0.029075,0.984958,0.9895,0.0105,0.001,29.64
2,25,BOAFAB,0.013701,0.071144,0.9732,0.9815,0.0185,0.001,29.9
2,26,BOAFAB,0.017701,0.026778,0.983551,0.9885,0.0115,0.001,29.78
2,27,BOAFAB,0.014257,0.027234,0.983551,0.9885,0.0115,0.00075,29.65
2,28,BOAFAB,0.010658,0.068237,0.974567,0.9825,0.0175,0.00075,29.66
2,29,BOAFAB,0.010724,0.038789,0.981333,0.987,0.013,0.00075,29.67
2,30,BOAFAB,0.011395,0.040712,0.983473,0.9885,0.0115,0.00075,29.6
2,1,DENMIN,0.239926,0.270529,0.853506,0.91,0.09,0.001,29.63
2,2,DENMIN,0.155017,0.200553,0.899501,0.9355,0.0645,0.001,29.62
2,3,DENMIN,0.13692,0.15796,0.924795,0.946,0.054,0.001,29.64
2,4,DENMIN,0.128463,0.123765,0.94487,0.9625,0.0375,0.001,29.65
2,5,DENMIN,0.112743,0.213375,0.910796,0.9335,0.0665,0.001,29.61
2,6,DENMIN,0.112755,0.12657,0.949064,0.9645,0.0355,0.001,29.63
2,7,DENMIN,0.104197,0.112858,0.948549,0.964,0.036,0.001,29.61
2,8,DENMIN,0.103493,0.112234,0.951549,0.9665,0.0335,0.001,29.63
2,9,DENMIN,0.096422,0.111099,0.947467,0.964,0.036,0.001,29.64
2,10,DENMIN,0.086067,0.108962,0.948902,0.9645,0.0355,0.001,29.62
2,11,DENMIN,0.08669,0.108727,0.95231,0.967,0.033,0.001,29.64
2,12,DENMIN,0.082794,0.099907,0.948673,0.965,0.035,0.001,29.63
2,13,DENMIN,0.087237,0.101036,0.951818,0.9675,0.0325,0.001,29.63
2,14,DENMIN,0.074473,0.143899,0.932424,0.955,0.045,0.001,29.62
2,15,DENMIN,0.073407,0.108172,0.946429,0.9635,0.0365,0.001,29.62
2,16,DENMIN,0.071516,0.102108,0.953606,0.968,0.032,0.001,29.63
2,17,DENMIN,0.069554,0.108204,0.956846,0.9705,0.0295,0.001,29.61
